MissingRate,Batch-Impute,BatchOpt-Impute
10,329.6579601764679,79.50123810768127
20,313.3332574367523,55.86567234992981
30,213.23831343650818,49.94234299659729
40,201.3946611881256,48.64618253707886
50,211.28986144065857,54.77015399932861
60,217.60890460014343,52.60792136192322
70,178.91543841362,45.07840394973755
80,181.477787733078,50.204371213912964
