MissingRate,OT-Impute,OT-Rand,Batch-Impute,BatchOpt-Impute
10,0.10809387685873889,0.09522040087214732,0.08494900288312186,0.09507187673499368
20,0.11537681802021796,0.10379237007519711,0.09231218229462321,0.09650969019270991
30,0.11648684519630137,0.10313752537803318,0.09198060292049536,0.09664966182660682
40,0.12009838119443805,0.1092872379289647,0.09319781395005461,0.10048309262198545
50,0.12584645508226794,0.1125281713036425,0.09604136095566189,0.10342747379105245
60,0.12759771774027587,0.11512126821480795,0.1017202947919652,0.10875058009461444
70,0.13149502680255284,0.11877242097080407,0.1072230059408365,0.1106058073620713
80,0.1324617315454277,0.11996722396717083,0.10813798082218183,0.11312302011380616
