k,BudgetFraction,MAE,Runtime,UniqueQueried,AvgStdQueried
1,0.1,0.09257037972827228,39.763718605041504,184,0.1419038481130879
2,0.1,0.09117110684470046,76.46630835533142,184,0.1565474169741568
3,0.1,0.0913057556870281,132.0815134048462,183,0.17599355872218977
4,0.1,0.09173678211139717,155.5419521331787,184,0.1735366828514665
5,0.1,0.09182600500990526,199.03444075584412,180,0.18688085021855727
6,0.1,0.09132813299525476,238.46747994422913,180,0.18718466837384903
7,0.1,0.09165284511022811,274.7034275531769,182,0.19472929154444368
8,0.1,0.09253926835180706,326.80429577827454,184,0.19664310083422887
9,0.1,0.09291816949750013,342.93615102767944,180,0.20091238490348587
10,0.1,0.09153435401580115,381.4866967201233,180,0.19825701366052945
11,0.1,0.09424998096015798,423.4796721935272,176,0.20280825810326525
12,0.1,0.09272159524238413,448.3070707321167,180,0.20313828019318433
13,0.1,0.09098407250252541,520.3744058609009,182,0.20817730051697758
14,0.1,0.09265418540597278,560.182431936264,182,0.20379159933386817
15,0.1,0.09190515390364991,606.5512862205505,180,0.20202260823261659
1,0.2,0.08129082784473343,37.01389193534851,368,0.12550775858510874
2,0.2,0.07928982025933864,87.95141649246216,368,0.14234582764028159
3,0.2,0.07814687246208961,114.51921582221985,366,0.15317946321352496
4,0.2,0.07761202504603101,157.9588487148285,368,0.154414579872208
5,0.2,0.0786074087807873,190.6792516708374,365,0.16198075843497833
6,0.2,0.0792736115412819,239.71003818511963,366,0.16640404312132437
7,0.2,0.07745308568311197,260.93616008758545,364,0.17002995244059074
8,0.2,0.07929828132682168,328.0115222930908,368,0.1741034136892113
9,0.2,0.07959221597009658,366.8778808116913,360,0.177415972819042
10,0.2,0.07786396729004341,401.02904987335205,360,0.17765774277423546
11,0.2,0.07811045584046152,422.13855361938477,363,0.1786306376921771
12,0.2,0.07875403737734071,481.9779677391052,360,0.18111549649166767
13,0.2,0.07715903912668234,521.8696553707123,364,0.1823871468543579
14,0.2,0.0783479436043961,548.4616591930389,364,0.18363998553100028
15,0.2,0.0790403143917054,571.4461536407471,360,0.18842857341678165
1,0.3,0.06756883882251331,38.92217779159546,552,0.11268399214980365
2,0.3,0.06554941059780317,79.37715005874634,552,0.12731572290293797
3,0.3,0.06756756335807375,107.54143524169922,552,0.1356246651707109
4,0.3,0.0669449496465426,156.67756628990173,552,0.1419144433656531
5,0.3,0.06549306308745999,194.36181735992432,550,0.14704547948823482
6,0.3,0.06603440564923871,228.81367921829224,552,0.15377684590889737
7,0.3,0.06474059940318345,292.2494342327118,546,0.153735443197662
8,0.3,0.06516651640501434,313.3468294143677,552,0.1607538303885781
9,0.3,0.06727260178076594,373.5449709892273,549,0.16079213286986732
10,0.3,0.06365969748595883,371.37241673469543,550,0.16500087102513336
11,0.3,0.06658077679993975,417.70997309684753,550,0.16726935438877216
12,0.3,0.06475578816794805,487.569641828537,552,0.17143169920865917
13,0.3,0.06710652852085941,508.94136023521423,546,0.16842977411239918
14,0.3,0.06790355834379043,528.5264332294464,546,0.17172185292343714
15,0.3,0.0679103157371753,598.0312395095825,540,0.17291545110122664
