MissingRate,Batch-Impute,BatchOpt-Impute
10,219.6661684513092,61.70057511329651
20,217.634779214859,54.73004627227783
30,226.24078917503357,54.06230139732361
40,216.90322375297546,55.33336782455444
50,215.40229558944702,57.128883838653564
60,216.2191390991211,57.735267639160156
70,205.87198519706726,48.25502157211304
80,192.79804110527039,45.51571488380432
