MissingRate,Batch-Impute,BatchOpt-Impute
10,263.6727478504181,54.88509654998779
20,226.52443313598633,58.78483700752258
30,222.55061769485474,53.41898512840271
40,227.5134880542755,53.570356607437134
50,242.88716340065002,82.28951740264893
60,209.67036938667297,51.98943781852722
70,206.97963976860046,59.31091594696045
80,208.23271226882935,59.0157687664032
