MissingRate,Batch-Impute,BatchOpt-Impute
10,230.8870837688446,59.06210207939148
20,256.3860397338867,57.7001371383667
30,223.30658149719238,56.89007806777954
40,245.17430567741394,51.41454029083252
50,229.000962972641,57.03199338912964
60,227.45559453964233,51.50924730300903
70,246.63149428367615,56.86310076713562
80,213.91137194633484,53.23629093170166
