MissingRate,Batch-Impute,BatchOpt-Impute
10,387.6113221645355,80.86386442184448
20,297.49908804893494,63.19292378425598
30,258.7523555755615,49.7355682849884
40,212.47983050346375,39.971733808517456
50,211.16360425949097,64.24701070785522
60,258.4436500072479,40.0233998298645
70,147.87853693962097,39.54245710372925
80,146.71045899391174,39.139323472976685
