MissingRate,Batch-Impute,BatchOpt-Impute
10,281.28743529319763,70.96523642539978
20,268.74816727638245,69.56226015090942
30,290.0129053592682,72.5137529373169
40,278.0386686325073,77.63615775108337
50,287.86278891563416,81.3640456199646
60,290.0069842338562,75.3643090724945
70,278.8359100818634,75.1319854259491
80,277.00773787498474,78.3006067276001
