MissingRate,Batch-Impute,BatchOpt-Impute
10,320.7819983959198,119.31521368026733
20,386.3354232311249,112.21400165557861
30,390.68994188308716,87.93675446510315
40,365.33053183555603,72.88960194587708
50,328.26293182373047,97.65475082397461
60,311.99635648727417,82.81706500053406
70,407.53299617767334,60.92869973182678
80,317.88862562179565,98.30542254447937
