MissingRate,Batch-Impute,BatchOpt-Impute
10,167.24040746688843,43.920992612838745
20,272.1700966358185,82.5008442401886
30,267.96477580070496,65.98958110809326
40,160.7305727005005,31.185959339141846
50,180.89858317375183,43.45477819442749
60,245.8447780609131,53.59422945976257
70,231.70416831970215,68.15375971794128
80,265.1600320339203,59.95820164680481
