MissingRate,Batch-Impute,BatchOpt-Impute
10,237.75797700881958,50.063279151916504
20,234.1563868522644,50.75665736198425
30,212.4995186328888,55.73628544807434
40,220.15107107162476,61.96157217025757
50,232.86176538467407,61.50830960273743
60,218.31263375282288,62.31450438499451
70,210.22281765937805,85.79517030715942
80,294.52616333961487,63.55295705795288
