MissingRate,Batch-Impute,BatchOpt-Impute
10,325.39086174964905,70.08925342559814
20,325.0377252101898,76.10978269577026
30,383.9649829864502,86.14322257041931
40,311.69290709495544,95.41078495979309
50,250.79071617126465,83.27076458930969
60,264.6132845878601,70.49137544631958
70,285.68887519836426,74.31938099861145
80,277.82698917388916,89.12448382377625
