MissingRate,Batch-Impute,BatchOpt-Impute
10,290.3116171360016,81.13837790489197
20,356.87300086021423,75.59204888343811
30,320.5588994026184,89.17894148826599
40,332.56055521965027,91.94290137290955
50,357.42078614234924,106.27791094779968
60,341.1922342777252,99.5174617767334
70,403.49638295173645,99.31172347068787
80,331.0345582962036,80.19425225257874
