MissingRate,Batch-Impute,BatchOpt-Impute
10,321.9108889102936,70.7649552822113
20,298.1009051799774,76.6967146396637
30,307.9719488620758,82.54205894470215
40,310.9448437690735,86.09541082382202
50,313.3625717163086,84.64177751541138
60,322.035462141037,83.56581616401672
70,307.2585287094116,92.66194725036621
80,302.7569468021393,109.54547357559204
